# of rank,Artwork&Artwork,Artist&Artwork,Artist&Artist
144,83.50950501062862,52.378742787731554,8.111752201639842
145,84.08943212875798,52.7424840570908,8.16808381415123
146,84.66935924688734,53.106225326450044,8.224415426662617
147,85.24928636501672,53.46996659580929,8.280747039174004
148,85.82921348314608,53.83370786516854,8.337078651685394
149,86.40914060127544,54.19744913452779,8.393410264196781
150,86.9890677194048,54.56119040388703,8.449741876708169
151,87.56899483753418,54.92493167324628,8.506073489219556
152,88.14892195566354,55.28867294260553,8.562405101730944
153,88.7288490737929,55.652414211964775,8.618736714242331
154,89.30877619192226,56.01615548132402,8.675068326753719
155,89.88870331005164,56.379896750683265,8.731399939265108
156,90.468630428181,56.74363802004252,8.787731551776496
157,91.04855754631036,57.10737928940176,8.844063164287883
158,91.62848466443972,57.47112055876101,8.90039477679927
159,92.2084117825691,57.83486182812025,8.956726389310658
160,92.78833890069846,58.198603097479506,9.013058001822046
161,93.36826601882782,58.56234436683875,9.069389614333435
162,93.94819313695719,58.926085636197996,9.125721226844822
163,94.52812025508655,59.28982690555724,9.18205283935621
164,95.10804737321592,59.65356817491649,9.238384451867597
165,95.68797449134529,60.01730944427574,9.294716064378985
166,96.26790160947465,60.381050713634984,9.351047676890373
167,96.84782872760401,60.74479198299423,9.40737928940176
168,97.42775584573339,61.108533252353475,9.46371090191315
169,98.00768296386275,61.47227452171273,9.520042514424537
170,98.58761008199211,61.83601579107197,9.576374126935924
171,99.16753720012147,62.19975706043122,9.632705739447312
172,99.74746431825085,62.56349832979046,9.6890373519587
173,100.32739143638021,62.927239599149715,9.745368964470087
174,100.90731855450957,63.29098086850896,9.801700576981476
175,101.48724567263893,63.654722137868205,9.858032189492864
176,102.06717279076831,64.01846340722746,9.914363802004251
177,102.64709990889767,64.3822046765867,9.970695414515639
178,103.22702702702703,64.74594594594595,10.027027027027026
179,103.8069541451564,65.10968721530519,10.083358639538414
180,104.38688126328577,65.47342848466444,10.139690252049801
181,104.96680838141513,65.83716975402369,10.19602186456119
182,105.5467354995445,66.20091102338293,10.252353477072578
