Variable 1,Variable 2,Importance,Group
Artwork_Visual_Features_green_Median,Artist_Platform_membership_join_year_2011,0.0019022794570424488,Artist & Artwork
Artwork_Visual_Features_green_Median,Artist_Residency-(New Zealand),0.0016265660878289781,Artist & Artwork
Artwork_Visual_Features_green_Median,Artist_Residency-(Netherlands),0.0026296919560279144,Artist & Artwork
Artwork_Visual_Features_green_Median,Artist_Residency-(France),0.0026124647255480124,Artist & Artwork
Artwork_Visual_Features_green_Median,Artwork_Creative_fields-(ArtDirection),0.0019618867304226446,Artwork & Artwork
Artwork_Visual_Features_green_Standard_deviation,Artist_Platform_membership_join_year_2010,0.0037598185913959026,Artist & Artwork
Artwork_Visual_Features_hue_Mean-0,Artist_Residency-(France),0.0013015746691115093,Artist & Artwork
Artwork_Visual_Features_hue_Median-0,Artist_Residency-(France),0.0011857125100221632,Artist & Artwork
Artwork_Visual_Features_latent_PCA_embeddings_dim-1,Artist_Residency-(Israel),0.0021465380402073972,Artist & Artwork
Artwork_Visual_Features_latent_PCA_embeddings_dim-1,Artist_Residency-(Belgium),0.0037755933142907543,Artist & Artwork
Artwork_Visual_Features_latent_PCA_embeddings_dim-1,Artist_Residency-(New Zealand),0.0012166459601161746,Artist & Artwork
Artwork_Visual_Features_latent_PCA_embeddings_dim-1,Artist_Residency-(Ireland),0.0027159923813673886,Artist & Artwork
Artwork_Visual_Features_latent_PCA_embeddings_dim-1,Artist_Residency-(Finland),0.0012325671616277344,Artist & Artwork
Artwork_Visual_Features_latent_PCA_embeddings_dim-101,Artwork_Visual_Features_latent_PCA_embeddings_dim-107,0.008722923428387985,Artwork & Artwork
Artwork_Visual_Features_latent_PCA_embeddings_dim-101,Artist_Collaborator_count,0.009147419236358895,Artist & Artwork
Artwork_Visual_Features_latent_PCA_embeddings_dim-101,Artist_Visual_distance_HSV_Neighboring,0.004801466991913444,Artist & Artwork
Artwork_Visual_Features_latent_PCA_embeddings_dim-101,Artist_Residency-(Mexico),0.0011224947950243143,Artist & Artwork
Artwork_Visual_Features_latent_PCA_embeddings_dim-101,Artist_Residency-(Israel),0.0006919990221708713,Artist & Artwork
Artwork_Visual_Features_latent_PCA_embeddings_dim-101,Artist_Visual_simillarity_latent_PCA_embeddings_Neighboring,0.006155773960462619,Artist & Artwork
Artwork_Visual_Features_latent_PCA_embeddings_dim-101,Artist_Residency-(Denmark),0.002231505195796319,Artist & Artwork
Artwork_Visual_Features_latent_PCA_embeddings_dim-101,Artist_Residency-(China),0.0039033094008108444,Artist & Artwork
Artwork_Visual_Features_latent_PCA_embeddings_dim-101,Artist_Residency-(Bulgaria),0.0008194786141684054,Artist & Artwork
Artwork_Visual_Features_latent_PCA_embeddings_dim-101,Artwork_Creative_fields-(Photography),0.002488321814987194,Artwork & Artwork
Artwork_Visual_Features_latent_PCA_embeddings_dim-101,Artwork_Creative_fields-(ArtDirection),0.003566446147988989,Artwork & Artwork
Artwork_Visual_Features_latent_PCA_embeddings_dim-101,Artwork_Visual_Features_latent_PCA_embeddings_dim-111,0.006197001755450797,Artwork & Artwork
Artwork_Visual_Features_latent_PCA_embeddings_dim-101,Artist_Residency-(Finland),0.0003043585063604914,Artist & Artwork
Artwork_Visual_Features_latent_PCA_embeddings_dim-102,Artwork_Visual_Features_latent_PCA_embeddings_dim-132,0.0075207704309966745,Artwork & Artwork
Artwork_Visual_Features_latent_PCA_embeddings_dim-102,Artist_Residency-(Belgium),0.002814733655040804,Artist & Artwork
